_id,name,address,city,state,pincode,phone,email,profile_url,contact_person,category,open_hours,map_location,services[0],services[1],services[2],services[3]
67cdda3e725df3b508c64744,Sivagiri Scans,"Varkala, Thiruvananthapuram",Thiruvananthapuram,Kerala,695141,+91-9847100054,sivagiriscans@keraladiagnostics.in,https://www.keraladiagnostics.in/sivagiri-scans,Dr. Sivagiri Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Varkala,+Thiruvananthapuram+695141",Ultrasound,CT Scan,,
67cdda3e725df3b508c64745,Ddrc Srl Diagnostics Pvt Ltd,"Madhav Enclave, Peroorkkada, Thiruvananthapuram",Thiruvananthapuram,Kerala,695005,+91-9847100055,ddrcmadhav@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostics-madhav,Dr. Madhavan Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Madhav+Enclave,+Peroorkkada,+Thiruvananthapuram+695005",Blood Tests,X-Ray,,
67cdda3e725df3b508c64746,Mds Medical Diagnostic Services,"Tc 72/1216, Manacaud Road, Manacaud, Thiruvananthapuram",Thiruvananthapuram,Kerala,695009,+91-9847100056,mdsdiagnostic@keraladiagnostics.in,https://www.keraladiagnostics.in/mds-medical-diagnostic-services,Dr. MDS Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Tc+72/1216,+Manacaud+Road,+Manacaud,+Thiruvananthapuram+695009",Blood Tests,ECG,,
67cdda3e725df3b508c64747,Octal Diagnostic Centre Nettayam,"TC – 33/2517, Nettayam Building, Nettayam, Vattiyoorkavu, Thiruvananthapuram",Thiruvananthapuram,Kerala,695013,+91-9847100057,octalnettayam@keraladiagnostics.in,https://www.keraladiagnostics.in/octal-diagnostic-centre-nettayam,Dr. Octal Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=TC+–+33/2517,+Nettayam+Building,+Nettayam,+Vattiyoorkavu,+Thiruvananthapuram+695013",CT Scan,MRI,,
67cdda3e725df3b508c64748,S N Clinical Laboratory,"Bharathanoor, Vamanapuram Chittar Road, Bharathannoor, Thiruvananthapuram",Thiruvananthapuram,Kerala,695609,+91-9847100058,snclinical@keraladiagnostics.in,https://www.keraladiagnostics.in/sn-clinical-laboratory,Dr. SN Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Bharathanoor,+Vamanapuram+Chittar+Road,+Bharathannoor,+Thiruvananthapuram+695609",Blood Tests,ECG,Urine Analysis,
67cdda3e725df3b508c64749,Muthoot Diagnostic Lab,"Opposite Puthupali Line, Thiruvananthapuram Medical College, Thiruvananthapuram",Thiruvananthapuram,Kerala,695011,+91-9847100059,muthootlab@keraladiagnostics.in,https://www.keraladiagnostics.in/muthoot-diagnostic-lab,Dr. Muthoot Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Opposite+Puthupali+Line,+Thiruvananthapuram+Medical+College,+Thiruvananthapuram+695011",Blood Tests,ECG,,
67cdda3e725df3b508c6474a,MDC Scans and Laboratory,"Pampooreth Tower, Pazhaya Road, Ulloor, Thiruvananthapuram",Thiruvananthapuram,Kerala,695011,+91-9847100060,mdcscans@keraladiagnostics.in,https://www.keraladiagnostics.in/mdc-scans-laboratory,Dr. MDC Kumar,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Pampooreth+Tower,+Pazhaya+Road,+Ulloor,+Thiruvananthapuram+695011",X-Ray,Ultrasound,,
67cdda3e725df3b508c6474b,Metropolis Healthcare Ltd,"Apolo Clinic Trivandrum, Law College Junction, Pattom, Thiruvananthapuram",Thiruvananthapuram,Kerala,695033,+91-9847100061,metropolis@keraladiagnostics.in,https://www.keraladiagnostics.in/metropolis-healthcare,Dr. Metro Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Apolo+Clinic+Trivandrum,+Law+College+Junction,+Pattom,+Thiruvananthapuram+695033",Blood Tests,ECG,,
67cdda3e725df3b508c6474c,Dna Labs India,"Kumarapuram, Thiruvananthapuram",Thiruvananthapuram,Kerala,695011,+91-9847100062,dnalabs@keraladiagnostics.in,https://www.keraladiagnostics.in/dna-labs-india,Dr. DNA Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Kumarapuram,+Thiruvananthapuram+695011",Blood Tests,DNA Analysis,,
67cdda3e725df3b508c6474d,Maharaja Medical Centre,"Lords Hospital, Anayara Junction, Anayara, Thiruvananthapuram",Thiruvananthapuram,Kerala,695029,+91-9847100063,maharajamed@keraladiagnostics.in,https://www.keraladiagnostics.in/maharaja-medical-centre,Dr. Maharaja Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Lords+Hospital,+Anayara+Junction,+Anayara,+Thiruvananthapuram+695029",Blood Tests,ECG,Urine Analysis,
67cdda3e725df3b508c6474e,Travancore Scans PVT.LTD.,"Medical College, Thiruvananthapuram",Thiruvananthapuram,Kerala,695011,+91-9847100064,travancorescans@keraladiagnostics.in,https://www.keraladiagnostics.in/travancore-scans,Dr. Travancore Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Medical+College,+Thiruvananthapuram+695011",CT Scan,MRI,,
67cdda3e725df3b508c6474f,Santhawanam Health Care,"Thiruvananthapuram Medical College, Thiruvananthapuram",Thiruvananthapuram,Kerala,695011,+91-9847100065,santhawanam@keraladiagnostics.in,https://www.keraladiagnostics.in/santhawanam-health-care,Dr. Santhosh Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Thiruvananthapuram+Medical+College,+Thiruvananthapuram+695011",Blood Tests,ECG,,
67cdda3e725df3b508c64750,Care Diagnostics,"Kowdiar, Ambalamukku, Thiruvananthapuram",Thiruvananthapuram,Kerala,695005,+91-9847100066,carediagnostics@keraladiagnostics.in,https://www.keraladiagnostics.in/care-diagnostics,Dr. Carekumar,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Kowdiar,+Ambalamukku,+Thiruvananthapuram+695005",Blood Tests,Urine Analysis,,
67cdda3e725df3b508c64751,Medall Collection Centre,"Chengottukonam Branch, Sreekariyam Pothencode Road, Thiruvananthapuram",Thiruvananthapuram,Kerala,695587,+91-9847100067,medallcollection@keraladiagnostics.in,https://www.keraladiagnostics.in/medall-collection-centre,Dr. Medall Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Chengottukonam+Branch,+Sreekariyam+Pothencode+Road,+Thiruvananthapuram+695587",Blood Tests,ECG,Ultrasound,
67cdda3e725df3b508c64752,Kripa Lab,"Thiruvathira Building, Mannanathala, Thiruvananthapuram",Thiruvananthapuram,Kerala,695015,+91-9847100068,kripalab@keraladiagnostics.in,https://www.keraladiagnostics.in/kripa-lab,Dr. Kripa Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Thiruvathira+Building,+Mannanathala,+Thiruvananthapuram+695015",Blood Tests,X-Ray,,
67cdda3e725df3b508c64753,Model Diagnostic Service,"Sreekaryam, Chenkottukonam, Chembazhanthy, Thiruvananthapuram",Thiruvananthapuram,Kerala,695587,+91-9847100069,modeldiagnostic@keraladiagnostics.in,https://www.keraladiagnostics.in/model-diagnostic-service,Dr. Model Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Sreekaryam,+Chenkottukonam,+Chembazhanthy,+Thiruvananthapuram+695587",Blood Tests,ECG,Ultrasound,
67cdda3e725df3b508c64754,Balaji Scans Clinical Laboratory,"Kochar Road, Aryasala, Thiruvananthapuram",Thiruvananthapuram,Kerala,695036,+91-9847100070,balajiscans@keraladiagnostics.in,https://www.keraladiagnostics.in/balaji-scans-clinical-laboratory,Dr. Balaji Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Kochar+Road,+Aryasala,+Thiruvananthapuram+695036",CT Scan,X-Ray,,
67cdda3e725df3b508c64755,Medical Diagnostics Service,"Manacaud, Thiruvananthapuram",Thiruvananthapuram,Kerala,695009,+91-9847100071,medicaldiagnostic@keraladiagnostics.in,https://www.keraladiagnostics.in/medical-diagnostics-service,Dr. Medish Kumar,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Manacaud,+Thiruvananthapuram+695009",Blood Tests,Urine Analysis,,
67cdda3e725df3b508c64756,Trinity Diagnostic Center,"Gandhipuram Road, Pangappara, Thiruvananthapuram",Thiruvananthapuram,Kerala,695581,+91-9847100072,trinitydiag@keraladiagnostics.in,https://www.keraladiagnostics.in/trinity-diagnostic-center,Dr. Trinity Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Gandhipuram+Road,+Pangappara,+Thiruvananthapuram+695581",Blood Tests,ECG,X-Ray,
67cdda3e725df3b508c64757,Karunya Poly Clinical Laboratory And Ecg,"Karamanna Nedungad, Judgee Road, Karamana, Thiruvananthapuram",Thiruvananthapuram,Kerala,695002,+91-9847100073,karunyapoly@keraladiagnostics.in,https://www.keraladiagnostics.in/karunya-poly-clinical-lab,Dr. Karunya Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Karamanna+Nedungad,+Judgee+Road,+Karamana,+Thiruvananthapuram+695002",Blood Tests,ECG,,
67cdda3e725df3b508c64758,Mdc Scans And Labortory,"Pambarath House, Medical College, Thiruvananthapuram",Thiruvananthapuram,Kerala,695012,+91-9847100074,mdcscanslab@keraladiagnostics.in,https://www.keraladiagnostics.in/mdc-scans-and-labortory,Dr. MDC Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Pambarath+House,+Medical+College,+Thiruvananthapuram+695012",X-Ray,CT Scan,,
67cdda3e725df3b508c64759,St. Mary's Clinical Lab,"S.S. Shopping Complex, Thirumala, Thiruvananthapuram",Thiruvananthapuram,Kerala,695006,+91-9847100075,stmary@keraladiagnostics.in,https://www.keraladiagnostics.in/st-marys-clinical-lab,Dr. Marykutty,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=S.S.+Shopping+Complex,+Thirumala,+Thiruvananthapuram+695006",Blood Tests,Urine Analysis,,
67cdda3e725df3b508c6475a,Ddrc Srl Diagnostics Pvt Ltd,"G Y Trust Building, Kazhakuttam, Thiruvananthapuram",Thiruvananthapuram,Kerala,695585,+91-9847100076,ddrcgy@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-gy-trust,Dr. Gopal Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=G+Y+Trust+Building,+Kazhakuttam,+Thiruvananthapuram+695585",Blood Tests,ECG,,
67cdda3e725df3b508c6475b,Adithi Diagnostic Services,Thiruvananthapuram,Thiruvananthapuram,Kerala,695301,+91-9847100077,adithidiag2@keraladiagnostics.in,https://www.keraladiagnostics.in/adithi-diagnostic-services-2,Dr. Adithi Menon,Medical Diagnosis Lab,8 AM - 8 PM,https://www.google.com/maps/search/?api=1&query=Thiruvananthapuram+695301,Complete Blood Count,Lipid Profile,Thyroid Function Test,
67cdda3e725df3b508c6475c,Anugraha Diagnostic Centre,"Vencode Sut Ams Road, Thiruvananthapuram",Thiruvananthapuram,Kerala,695028,+91-9847100078,anugraha@keraladiagnostics.in,https://www.keraladiagnostics.in/anugraha-diagnostic-centre,Dr. Anugraha Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Vencode+Sut+Ams+Road,+Thiruvananthapuram+695028",Blood Tests,X-Ray,,
67cdda3e725df3b508c6475d,Santhwana Clinical Lab & Ecg,"Aruvikkara, Thiruvananthapuram",Thiruvananthapuram,Kerala,695564,+91-9847100079,santhwanaclinical@keraladiagnostics.in,https://www.keraladiagnostics.in/santhwana-clinical-lab,Dr. Santhwana Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Aruvikkara,+Thiruvananthapuram+695564",ECG,Blood Tests,,
67cdda3e725df3b508c6475e,Max Diagnostic Center,"Panavoor, Panavoor, Thiruvananthapuram",Thiruvananthapuram,Kerala,695568,+91-9847100080,maxdiagnostic@keraladiagnostics.in,https://www.keraladiagnostics.in/max-diagnostic-center,Dr. Max Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Panavoor,+Panavoor,+Thiruvananthapuram+695568",CT Scan,MRI,,
67cdda3e725df3b508c6475f,CSM Clinic,"Chullimanoor, Nedumangadu, Ponmudi Road, Nedumangadu, Thiruvananthapuram",Thiruvananthapuram,Kerala,695541,+91-9847100081,csmclinic@keraladiagnostics.in,https://www.keraladiagnostics.in/csm-clinic,Dr. CSM Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Chullimanoor,+Nedumangadu,+Ponmudi+Road,+Nedumangadu,+Thiruvananthapuram+695541",Blood Tests,ECG,,
67cdda3e725df3b508c64760,Health Care Clinical Laboratory,"Panavoor, Thiruvananthapuram",Thiruvananthapuram,Kerala,695568,+91-9847100082,healthcareclinic@keraladiagnostics.in,https://www.keraladiagnostics.in/health-care-clinical-laboratory,Dr. Health Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Panavoor,+Thiruvananthapuram+695568",Blood Tests,Urine Analysis,,
67cdda3e725df3b508c64761,Karthika Computerised Laboratory,"Uchakkada, Vizhinjam Road, Balaramapuram, Thiruvananthapuram",Thiruvananthapuram,Kerala,695501,+91-9847100083,karthikacomputerised@keraladiagnostics.in,https://www.keraladiagnostics.in/karthika-computerised-laboratory,Dr. Karthika Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Uchakkada,+Vizhinjam+Road,+Balaramapuram,+Thiruvananthapuram+695501",Blood Tests,ECG,,
67cdda3e725df3b508c64762,Universal Laboratory,"Tharangini Plaza, NH1 Road, Venjaramoodu, Thiruvananthapuram",Thiruvananthapuram,Kerala,695607,+91-9847100084,universallab@keraladiagnostics.in,https://www.keraladiagnostics.in/universal-laboratory,Dr. Universal Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Tharangini+Plaza,+NH1+Road,+Venjaramoodu,+Thiruvananthapuram+695607",Blood Tests,ECG,X-Ray,
67cdda3e725df3b508c64763,Sg Lab,"Old Post Office Building, Theatre Junction, Vizhinajam, Thiruvananthapuram",Thiruvananthapuram,Kerala,695521,+91-9847100085,sglab@keraladiagnostics.in,https://www.keraladiagnostics.in/sg-lab,Dr. SG Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Old+Post+Office+Building,+Theatre+Junction,+Vizhinajam,+Thiruvananthapuram+695521",Blood Tests,Urine Analysis,,
67cdda3e725df3b508c64764,Karthika Clinical Laboratory,"Balaramapuram Poovar Road, Nellimoodu, Thiruvananthapuram",Thiruvananthapuram,Kerala,695524,+91-9847100086,karthikaclinical@keraladiagnostics.in,https://www.keraladiagnostics.in/karthika-clinical-laboratory,Dr. Karthika Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Balaramapuram+Poovar+Road,+Nellimoodu,+Thiruvananthapuram+695524",Blood Tests,ECG,,
67cdda3e725df3b508c64765,Ddrc Srl Diagnostics Pvt Ltd,"CNC Hospitel, Valiyakada-Sarkara Road, Chirayankeezhu West, Thiruvananthapuram",Thiruvananthapuram,Kerala,695304,+91-9847100087,ddrccnc@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-cnc-hospitel,Dr. CNC Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=CNC+Hospitel,+Valiyakada-Sarkara+Road,+Chirayankeezhu+West,+Thiruvananthapuram+695304",Blood Tests,ECG,,
67cdda3e725df3b508c64766,Ddrc Srl Diagnostics Pvt Ltd,"S P Building, Chirayankeezhu West, Thiruvananthapuram",Thiruvananthapuram,Kerala,695304,+91-9847100088,ddrcsp@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-sp-building,Dr. SP Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=S+P+Building,+Chirayankeezhu+West,+Thiruvananthapuram+695304",Blood Tests,Urine Analysis,,
67cdda3e725df3b508c64767,A.G Diagnostics Centre,"A.G Diagnostics Centre, Uchakkada, Thiruvananthapuram",Thiruvananthapuram,Kerala,695506,+91-9847100089,agdianostics@keraladiagnostics.in,https://www.keraladiagnostics.in/ag-diagnostics-centre,Dr. AG Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=A.G+Diagnostics+Centre,+Uchakkada,+Thiruvananthapuram+695506",Blood Tests,ECG,,
67cdda3e725df3b508c64768,Span Diagnostics,Thiruvananthapuram,Thiruvananthapuram,Kerala,695605,+91-9847100090,spandiagnostics@keraladiagnostics.in,https://www.keraladiagnostics.in/span-diagnostics,Dr. Span Varghese,Medical Diagnosis Lab,8 AM - 8 PM,https://www.google.com/maps/search/?api=1&query=Thiruvananthapuram+695605,Blood Tests,ECG,,
67cdda3e725df3b508c64769,Sam Diagnostic Centre,"Panvel Kochi Kanyakumari Highway, Parassala, Thiruvananthapuram",Thiruvananthapuram,Kerala,695502,+91-9847100091,samdiag@keraladiagnostics.in,https://www.keraladiagnostics.in/sam-diagnostic-centre,Dr. Samkutty,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Panvel+Kochi+Kanyakumari+Highway,+Parassala,+Thiruvananthapuram+695502",Blood Tests,ECG,,
67cdda3e725df3b508c6476a,RUBY LABORATORIES,"CRYSTAL PLAZA, Fishmarket Road, Punnamoodu, Thiruvananthapuram",Thiruvananthapuram,Kerala,695141,+91-9847100092,rubylabs@keraladiagnostics.in,https://www.keraladiagnostics.in/ruby-laboratories,Dr. Ruby Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=CRYSTAL+PLAZA,+Fishmarket+Road,+Punnamoodu,+Thiruvananthapuram+695141",Blood Tests,ECG,X-Ray,
67cdda3e725df3b508c6476b,Ddrc Srl Diagnostic Services,"Rainbow Castle, Varkalapapanasam Road, Varkala, Thiruvananthapuram",Thiruvananthapuram,Kerala,695141,+91-9847100093,ddrcrainbow@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostic-rainbow,Dr. Rainbow Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Rainbow+Castle,+Varkalapapanasam+Road,+Varkala,+Thiruvananthapuram+695141",CT Scan,MRI,,
67cdda3e725df3b508c6476c,Travancore Scans Pvt Ltd,"Ummans Building, Drobalamukku, Peroorkkada, Thiruvananthapuram",Thiruvananthapuram,Kerala,695005,+91-9847100094,travancorescans@keraladiagnostics.in,https://www.keraladiagnostics.in/travancore-scans-pvt-ltd,Dr. Travancore Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Ummans+Building,+Drobalamukku,+Peroorkkada,+Thiruvananthapuram+695005",CT Scan,MRI,,
67cdda3e725df3b508c6476d,Mammy Diagnostics Laboratory,"Powdikonam, Thiruvananthapuram",Thiruvananthapuram,Kerala,695588,+91-9847100095,mammydiag@keraladiagnostics.in,https://www.keraladiagnostics.in/mammy-diagnostics-laboratory,Dr. Mammy Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Powdikonam,+Thiruvananthapuram+695588",Blood Tests,Ultrasound,,
67cdda3e725df3b508c6476e,Lab Man Diagnostic Centre,"Tc 17/413, Poojappura, Thiruvananthapuram",Thiruvananthapuram,Kerala,695012,+91-9847100096,labmandiag@keraladiagnostics.in,https://www.keraladiagnostics.in/lab-man-diagnostic-centre,Dr. Labman Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Tc+17/413,+Poojappura,+Thiruvananthapuram+695012",Blood Tests,ECG,,
67cdda3e725df3b508c6476f,Lifeline Diagnostic Centre,"Sree & Sree Heights, Thaliyal, Karamana, Thiruvananthapuram",Thiruvananthapuram,Kerala,695002,+91-9847100097,lifelinediag@keraladiagnostics.in,https://www.keraladiagnostics.in/lifeline-diagnostic-centre,Dr. Lifeline Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Sree+%26+Sree+Heights,+Thaliyal,+Karamana,+Thiruvananthapuram+695002",Blood Tests,ECG,Ultrasound,
67cdda3e725df3b508c64770,Dowli Auto Electrical Diagnostic Center,"Narikkal Junction, Kattaikonam, Pothencode Main Road, Pothencode, Thiruvananthapuram",Thiruvananthapuram,Kerala,695584,+91-9847100098,dowlidiag@keraladiagnostics.in,https://www.keraladiagnostics.in/dowli-auto-electrical-diagnostic,Dr. Dowli Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Narikkal+Junction,+Kattaikonam,+Pothencode+Main+Road,+Pothencode,+Thiruvananthapuram+695584",ECG,X-Ray,,
67cdda3e725df3b508c64771,R C T Diagnostic Center,"Tanal Building, Thachottukavu, Peyad, Thiruvananthapuram",Thiruvananthapuram,Kerala,695573,+91-9847100099,rctdiagnostic@keraladiagnostics.in,https://www.keraladiagnostics.in/rct-diagnostic-center,Dr. RCT Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Tanal+Building,+Thachottukavu,+Peyad,+Thiruvananthapuram+695573",Blood Tests,ECG,,
67cdda3e725df3b508c64772,Life Care Scan And Diagnostics,"Nedumangad, Nedumangadu, Thiruvananthapuram",Thiruvananthapuram,Kerala,695541,+91-9847100100,lifecare@keraladiagnostics.in,https://www.keraladiagnostics.in/life-care-scan-diagnostics,Dr. Lifecare Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Nedumangad,+Nedumangadu,+Thiruvananthapuram+695541",Blood Tests,ECG,,
67cdda3e725df3b508c64773,Metromedicare LAB,"Near Govt Hospital, Kanyakulangara, Kanyakulangara, Thiruvananthapuram",Thiruvananthapuram,Kerala,695615,+91-9847100101,metromedicare@keraladiagnostics.in,https://www.keraladiagnostics.in/metromedicare-lab,Dr. Metro Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Near+Govt+Hospital,+Kanyakulangara,+Kanyakulangara,+Thiruvananthapuram+695615",Blood Tests,ECG,,
67cdda3e725df3b508c64774,Zoya Diagnostic Centre,"Padinjattumukku Channankara Road, Thiruvananthapuram",Thiruvananthapuram,Kerala,695586,+91-9847100102,zoyadiag@keraladiagnostics.in,https://www.keraladiagnostics.in/zoya-diagnostic-centre,Dr. Zoya Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Padinjattumukku+Channankara+Road,+Thiruvananthapuram+695586",Blood Tests,Ultrasound,,
67cdda3e725df3b508c64775,Deeya Diagnostics Lab,"Veganoor Junction, Venganoor, Thiruvananthapuram",Thiruvananthapuram,Kerala,695523,+91-9847100103,deeyadiag@keraladiagnostics.in,https://www.keraladiagnostics.in/deeya-diagnostics-lab,Dr. Deeya Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Veganoor+Junction,+Venganoor,+Thiruvananthapuram+695523",Blood Tests,CT Scan,,
67cdda3e725df3b508c64776,Modern Diagnostic Services,"Jeevakala Building, Venjaramoodu, Thiruvananthapuram",Thiruvananthapuram,Kerala,695607,+91-9847100104,moderndiag@keraladiagnostics.in,https://www.keraladiagnostics.in/modern-diagnostic-services,Dr. Modern Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Jeevakala+Building,+Venjaramoodu,+Thiruvananthapuram+695607",Blood Tests,ECG,Ultrasound,
67cdda3e725df3b508c64777,Rro Diagnostics,"Rajasree Building, Taluk Hospital, Neyyattinkara, Thiruvananthapuram",Thiruvananthapuram,Kerala,695121,+91-9847100105,rrodiag@keraladiagnostics.in,https://www.keraladiagnostics.in/rro-diagnostics,Dr. Rro Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Rajasree+Building,+Taluk+Hospital,+Neyyattinkara,+Thiruvananthapuram+695121",X-Ray,CT Scan,,
67cdda3e725df3b508c64778,Medival Diagnostic Laboratory,"Trivandrum District, NH 47, Mangalapuram, Thiruvananthapuram",Thiruvananthapuram,Kerala,695313,+91-9847100106,medival@keraladiagnostics.in,https://www.keraladiagnostics.in/medival-diagnostic-laboratory,Dr. Medival Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Trivandrum+District,+NH+47,+Mangalapuram,+Thiruvananthapuram+695313",Blood Tests,Urine Analysis,,
67cdda3e725df3b508c64779,Sree Sankara Narayana Laboratory,"Sree Sankara, Pallickal Road, Navaikkulam, Thiruvananthapuram",Thiruvananthapuram,Kerala,695603,+91-9847100107,sankaranarayana@keraladiagnostics.in,https://www.keraladiagnostics.in/sree-sankara-narayana-laboratory,Dr. Sankara Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Sree+Sankara,+Pallickal+Road,+Navaikkulam,+Thiruvananthapuram+695603",Blood Tests,ECG,,
67cdda3e725df3b508c6477a,Focus Diagnostics,"Palachira, Varkala, Thiruvananthapuram",Thiruvananthapuram,Kerala,695141,+91-9847100108,focusdiag@keraladiagnostics.in,https://www.keraladiagnostics.in/focus-diagnostics,Dr. Focus Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Palachira,+Varkala,+Thiruvananthapuram+695141",Blood Tests,Urine Analysis,X-Ray,
